29,2,22,CPT,ACK
122,2,4,RFC,ACK
466,2,2,tag,ACK
130,2,32,SF,ACK
73,2,2,ISO,ACK
103,2,6,PCI,ACK
42,2,8,FFS,ACK
68,2,4,IETF,ACK
106,2,2,PFC,ACK
331,2,2,in the pipeline,ACK
323,2,2,in our dna,ACK
333,2,2,in the pod,ACK
328,2,2,in the cloud,ACK
330,2,2,in the leather,ACK
327,2,2,in stream,ACK
325,2,2,in silico,ACK
329,2,2,in the demo,ACK
326,2,2,in situ,ACK
332,2,2,in the plastic closet,ACK
334,2,2,in the zone,ACK
458,2,12,success,ACK
336,2,18,index,ACK
368,2,12,log,ACK
217,2,17,compression,ACK
426,2,8,router,ACK
400,2,60,port,ACK
150,2,30,UDP,ACK
155,2,18,VLAN,ACK
467,2,4,tagging,ACK
320,2,4,host,ACK
430,2,6,search,ACK
107,2,286,PHS,ACK
455,2,94,string,ACK
461,2,8,sup,ACK
223,2,12,console,ACK
384,2,14,nth,ACK
183,2,6,attribute,ACK
176,2,1,architecture,ACK
290,2,3,environment,ACK
449,2,1,spectrum,ACK
78,2,3,LAN,ACK
169,2,4,air,ACK
360,2,2,lead,ACK
267,2,2,digital,ACK
43,2,1,FFT,ACK
424,2,1,rich,ACK
113,2,100,PPP,ACK
348,2,1,infrastructure,ACK
86,2,1,MMDS,ACK
79,2,1,LMDS,ACK
186,2,1,authorization,ACK
266,2,1,device,ACK
357,2,1,key,ACK
499,2,19,wired,ACK
313,2,22,hardware,ACK
20,2,153,BW,ACK
289,2,119,entity,ACK
432,2,20,security,ACK
393,2,20,path,ACK
311,2,38,handle,ACK
46,2,19,FTP,ACK
59,2,19,HTTP,ACK
198,2,19,buffer,ACK
367,2,22,load,ACK
109,2,58,PM,ACK
353,2,26,interface,ACK
272,2,3,distribution,ACK
422,2,12,resolution,ACK
283,2,66,dynamic,ACK
471,2,3,the beast,ACK
132,2,29,SOHO,ACK
438,2,3,sharing,ACK
142,2,140,TCP,ACK
256,2,3,datagram,ACK
190,2,3,binary,ACK
445,2,3,sort,ACK
260,2,3,def,ACK
491,2,3,video,ACK
436,2,8,session,ACK
399,2,89,point,ACK
192,2,8,block,ACK
219,2,60,configuration,ACK
195,2,20,box,ACK
465,2,216,system,ACK
165,2,74,acronym,ACK
381,2,39,network,ACK
141,2,21,TC,ACK
168,2,156,address,ACK
363,2,40,like,ACK
295,2,50,file,ACK
161,2,31,access,ACK
489,2,26,user,ACK
375,2,4,mobile,ACK
18,2,777,BS,ACK
444,2,17,solution,ACK
433,2,16,select,ACK
439,2,4,show,ACK
500,2,140,wireless,ACK
234,2,359,data,ACK
30,2,123,CRC,ACK
279,2,93,downlink,ACK
258,2,8,decoder,ACK
303,2,352,frame,ACK
144,2,106,TDMA,ACK
485,2,168,uplink,ACK
206,2,187,channel,ACK
163,2,5,account,ACK
121,2,17,RF,ACK
464,2,4,synchronization,ACK
187,2,106,bandwidth,ACK
201,2,370,byte,ACK
143,2,81,TDM,ACK
355,2,11,issue,ACK
171,2,64,allocation,ACK
480,2,202,traffic,ACK
304,2,42,frames,ACK
35,2,75,DL,ACK
369,2,64,map,ACK
23,2,235,CID,ACK
114,2,13,PS,ACK
261,2,94,default,ACK
366,2,12,listen,ACK
166,2,18,active,ACK
281,2,137,downstream,ACK
140,2,74,TBD,ACK
427,2,4,run,ACK
503,2,96,word,ACK
72,2,4,ISDN,ACK
477,2,4,the way,ACK
287,2,49,encryption,ACK
446,2,58,space,ACK
136,2,12,STS,ACK
407,2,494,protocol,ACK
452,2,14,stack,ACK
10,2,27,ATM,ACK
364,2,340,link,ACK
199,2,4,bullet,ACK
262,2,64,delete,ACK
312,2,8,handshake,ACK
66,2,442,ID,ACK
70,2,359,IP,ACK
87,2,8,MPEG,ACK
324,2,6,in real time,ACK
9,2,16,ASCII,ACK
454,2,4,static,ACK
286,2,30,encoding,ACK
185,2,11,author,ACK
7,2,4,ARP,ACK
34,2,21,DHCP,ACK
131,2,13,SNMP,ACK
457,2,7,subscribers,ACK
376,2,36,modem,ACK
483,2,4,tunneling,ACK
394,2,256,payload,ACK
17,2,20,BR,ACK
359,2,7,latency,ACK
403,2,10,profile,ACK
230,2,327,counter,ACK
197,2,34,broadcast,ACK
412,2,8,rain fade,ACK
472,2,4,the edge,ACK
307,2,20,functionality,ACK
298,2,4,font,ACK
435,2,8,server,ACK
378,2,14,multicast,ACK
425,2,44,robust,ACK
282,2,8,duplex,ACK
162,2,4,access control,ACK
294,2,9,feature,ACK
396,2,55,piggyback,ACK
293,2,22,failure,ACK
220,2,4,configure,ACK
24,2,4,CM,ACK
222,2,13,connectivity,ACK
207,2,4,character,ACK
178,2,4,array,ACK
80,2,28,LSB,ACK
172,2,8,alpha,ACK
405,2,19,propagation,ACK
306,2,2,full duplex,ACK
67,2,1307,IEEE,ACK
274,2,330,document,ACK
300,2,104,form,ACK
224,2,44,content,ACK
167,2,125,add,ACK
305,2,49,free,ACK
470,2,154,text,ACK
453,2,196,standard,ACK
285,2,42,electronic,ACK
175,2,86,application,ACK
468,2,44,technology,ACK
494,2,42,web site,ACK
493,2,42,web,ACK
442,2,42,site,ACK
462,2,161,support,ACK
225,2,115,convergence,ACK
469,2,28,terminal,ACK
191,2,250,bit,ACK
170,2,51,algorithm,ACK
27,2,256,CPE,ACK
487,2,382,upstream,ACK
497,2,40,window,ACK
314,2,550,header,ACK
49,2,8,GM,ACK
391,2,715,packet,ACK
410,2,146,queue,ACK
351,2,12,integrity,ACK
301,2,186,format,ACK
2,2,0,ACK,ACK
67,3,19,IEEE,ADC
274,3,3,document,ADC
300,3,3,form,ADC
224,3,1,content,ADC
167,3,1,add,ADC
305,3,1,free,ADC
470,3,1,text,ADC
453,3,4,standard,ADC
285,3,1,electronic,ADC
175,3,5,application,ADC
468,3,1,technology,ADC
494,3,1,web site,ADC
493,3,1,web,ADC
442,3,1,site,ADC
290,3,1,environment,ADC
462,3,1,support,ADC
449,3,1,spectrum,ADC
381,3,3,network,ADC
225,3,1,convergence,ADC
314,3,2,header,ADC
391,3,1,packet,ADC
23,3,2,CID,ADC
287,3,1,encryption,ADC
10,3,1,ATM,ADC
70,3,15,IP,ADC
396,3,1,piggyback,ADC
86,3,1,MMDS,ADC
101,3,1,PA,ADC
3,3,0,ADC,ADC
448,3,2,specs,ADC
84,3,1,MIMO,ADC
470,4,4,text,ANSI
399,4,102,point,ANSI
219,4,3,configuration,ANSI
465,4,35,system,ANSI
290,4,1,environment,ANSI
363,4,1,like,ANSI
295,4,26,file,ANSI
433,4,1,select,ANSI
272,4,2,distribution,ANSI
144,4,1,TDMA,ANSI
206,4,42,channel,ANSI
163,4,9,account,ANSI
187,4,4,bandwidth,ANSI
487,4,1,upstream,ANSI
497,4,1,window,ANSI
314,4,7,header,ANSI
301,4,5,format,ANSI
281,4,2,downstream,ANSI
182,4,5,attenuation,ANSI
446,4,4,space,ANSI
9,4,2,ASCII,ANSI
403,4,3,profile,ANSI
472,4,1,the edge,ANSI
207,4,1,character,ANSI
405,4,12,propagation,ANSI
20,4,2,BW,ANSI
368,4,11,log,ANSI
438,4,1,sharing,ANSI
393,4,46,path,ANSI
0,4,1,A3,ANSI
73,4,2,ISO,ANSI
443,4,5,software,ANSI
255,4,5,database,ANSI
57,4,3,HP,ANSI
123,4,2,RSS,ANSI
504,4,17,zone,ANSI
19,4,9,BTA,ANSI
380,4,17,neighboring,ANSI
22,4,1,CDMA,ANSI
40,4,1,EL,ANSI
270,4,6,disk,ANSI
350,4,1,install,ANSI
221,4,1,connect,ANSI
83,4,1,MD,ANSI
202,4,2,cable,ANSI
85,4,1,MM,ANSI
473,4,15,the grid,ANSI
299,4,1,forest,ANSI
39,4,2,EFF,ANSI
21,4,1,CD-ROM,ANSI
94,4,2,NN,ANSI
14,4,9,BBB,ANSI
160,4,9,ZZZ,ANSI
179,4,1,ascending order,ANSI
397,4,1,plain text,ANSI
67,4,94,IEEE,ANSI
274,4,13,document,ANSI
300,4,11,form,ANSI
224,4,10,content,ANSI
167,4,4,add,ANSI
305,4,7,free,ANSI
453,4,12,standard,ANSI
285,4,5,electronic,ANSI
175,4,9,application,ANSI
468,4,4,technology,ANSI
494,4,4,web site,ANSI
493,4,4,web,ANSI
442,4,4,site,ANSI
192,4,57,block,ANSI
462,4,5,support,ANSI
308,4,3,generation,ANSI
18,4,15,BS,ANSI
234,4,69,data,ANSI
191,4,6,bit,ANSI
279,4,12,downlink,ANSI
485,4,12,uplink,ANSI
170,4,5,algorithm,ANSI
391,4,3,packet,ANSI
355,4,6,issue,ANSI
35,4,3,DL,ANSI
261,4,3,default,ANSI
166,4,7,active,ANSI
267,4,6,digital,ANSI
287,4,18,encryption,ANSI
407,4,9,protocol,ANSI
286,4,6,encoding,ANSI
394,4,12,payload,ANSI
190,4,3,binary,ANSI
186,4,7,authorization,ANSI
357,4,33,key,ANSI
122,4,6,RFC,ANSI
455,4,21,string,ANSI
183,4,3,attribute,ANSI
184,4,12,authentication,ANSI
205,4,6,certificate,ANSI
33,4,3,DES,ANSI
208,4,3,cipher,ANSI
361,4,6,leading,ANSI
4,4,0,ANSI,ANSI
37,4,6,DSS,ANSI
268,4,3,digital signature,ANSI
399,5,24,point,AOB
192,5,1,block,AOB
219,5,1,configuration,AOB
275,5,1,document info,AOB
277,5,1,document source,AOB
276,5,1,document management,AOB
465,5,13,system,AOB
176,5,1,architecture,AOB
234,5,2,data,AOB
206,5,3,channel,AOB
447,5,2,specifications,AOB
364,5,6,link,AOB
86,5,4,MMDS,AOB
88,5,1,MWS,AOB
193,5,1,body,AOB
67,5,17,IEEE,AOB
436,5,9,session,AOB
274,5,7,document,AOB
300,5,2,form,AOB
224,5,1,content,AOB
167,5,2,add,AOB
305,5,1,free,AOB
470,5,1,text,AOB
453,5,3,standard,AOB
285,5,1,electronic,AOB
175,5,1,application,AOB
468,5,1,technology,AOB
494,5,1,web site,AOB
493,5,1,web,AOB
442,5,2,site,AOB
441,5,11,simulation,AOB
89,5,1,N/A,AOB
386,5,1,open,AOB
284,5,2,editor,AOB
5,5,0,AOB,AOB
399,6,12,point,AR
441,6,80,simulation,AR
423,6,8,resolve,AR
219,6,12,configuration,AR
465,6,32,system,AR
147,6,4,TM,AR
290,6,4,environment,AR
462,6,8,support,AR
449,6,8,spectrum,AR
98,6,4,OF,AR
381,6,4,network,AR
168,6,4,address,AR
161,6,8,access,AR
78,6,4,LAN,AR
433,6,44,select,AR
272,6,8,distribution,AR
439,6,4,show,AR
234,6,16,data,AR
279,6,8,downlink,AR
144,6,4,TDMA,AR
485,6,12,uplink,AR
206,6,20,channel,AR
283,6,4,dynamic,AR
391,6,20,packet,AR
355,6,4,issue,AR
480,6,24,traffic,AR
447,6,8,specifications,AR
166,6,4,active,AR
203,6,28,carrier,AR
182,6,36,attenuation,AR
446,6,4,space,AR
407,6,4,protocol,AR
364,6,156,link,AR
70,6,4,IP,AR
412,6,36,rain fade,AR
405,6,12,propagation,AR
252,6,8,data traffic,AR
336,6,4,index,AR
393,6,28,path,AR
357,6,4,key,AR
0,6,20,A3,AR
12,6,8,B4,AR
153,6,4,VC,AR
44,6,12,FM,AR
58,6,4,HT,AR
374,6,4,mirror,AR
57,6,4,HP,AR
149,6,248,TS,AR
475,6,8,the net,AR
451,6,68,spin,AR
54,6,4,HB,AR
55,6,4,HD,AR
119,6,4,RC,AR
102,6,24,PC,AR
56,6,4,HF,AR
157,6,4,VR,AR
60,6,4,HU,AR
50,6,48,GOS,AR
322,6,4,image,AR
335,6,4,inbound link,AR
53,6,24,GTS,AR
67,6,154,IEEE,AR
274,6,22,document,AR
300,6,10,form,AR
224,6,5,content,AR
167,6,6,add,AR
305,6,5,free,AR
470,6,1,text,AR
453,6,1,standard,AR
285,6,1,electronic,AR
175,6,1,application,AR
468,6,1,technology,AR
494,6,1,web site,AR
493,6,5,web,AR
442,6,5,site,AR
422,6,1,resolution,AR
187,6,31,bandwidth,AR
314,6,2,header,AR
23,6,4,CID,AR
262,6,2,delete,AR
394,6,1,payload,AR
17,6,2,BR,AR
80,6,4,LSB,AR
31,6,321,CS,AR
6,6,0,AR,AR
67,7,194,IEEE,ARP
436,7,4,session,ARP
274,7,156,document,ARP
300,7,4,form,ARP
224,7,2,content,ARP
167,7,38,add,ARP
305,7,2,free,ARP
470,7,74,text,ARP
453,7,118,standard,ARP
285,7,2,electronic,ARP
175,7,10,application,ARP
468,7,2,technology,ARP
494,7,2,web site,ARP
493,7,2,web,ARP
442,7,2,site,ARP
399,7,44,point,ARP
192,7,8,block,ARP
219,7,24,configuration,ARP
195,7,20,box,ARP
465,7,32,system,ARP
462,7,68,support,ARP
165,7,68,acronym,ARP
381,7,28,network,ARP
141,7,20,TC,ARP
168,7,52,address,ARP
363,7,24,like,ARP
295,7,20,file,ARP
161,7,24,access,ARP
489,7,16,user,ARP
375,7,4,mobile,ARP
18,7,64,BS,ARP
444,7,8,solution,ARP
433,7,12,select,ARP
439,7,4,show,ARP
500,7,4,wireless,ARP
234,7,108,data,ARP
225,7,84,convergence,ARP
30,7,40,CRC,ARP
469,7,24,terminal,ARP
191,7,88,bit,ARP
279,7,52,downlink,ARP
258,7,8,decoder,ARP
303,7,180,frame,ARP
144,7,68,TDMA,ARP
485,7,36,uplink,ARP
206,7,108,channel,ARP
163,7,4,account,ARP
170,7,8,algorithm,ARP
121,7,16,RF,ARP
27,7,224,CPE,ARP
464,7,4,synchronization,ARP
187,7,68,bandwidth,ARP
201,7,68,byte,ARP
487,7,56,upstream,ARP
497,7,4,window,ARP
314,7,32,header,ARP
49,7,4,GM,ARP
391,7,52,packet,ARP
410,7,12,queue,ARP
301,7,20,format,ARP
2,7,4,ACK,ARP
143,7,80,TDM,ARP
355,7,4,issue,ARP
171,7,12,allocation,ARP
480,7,8,traffic,ARP
304,7,8,frames,ARP
35,7,72,DL,ARP
369,7,56,map,ARP
23,7,120,CID,ARP
114,7,12,PS,ARP
261,7,4,default,ARP
366,7,12,listen,ARP
166,7,8,active,ARP
281,7,60,downstream,ARP
140,7,6,TBD,ARP
427,7,4,run,ARP
503,7,96,word,ARP
72,7,4,ISDN,ARP
477,7,4,the way,ARP
287,7,20,encryption,ARP
446,7,20,space,ARP
136,7,12,STS,ARP
407,7,44,protocol,ARP
452,7,12,stack,ARP
10,7,20,ATM,ARP
364,7,4,link,ARP
199,7,4,bullet,ARP
262,7,60,delete,ARP
312,7,8,handshake,ARP
66,7,76,ID,ARP
70,7,40,IP,ARP
87,7,8,MPEG,ARP
324,7,4,in real time,ARP
9,7,4,ASCII,ARP
454,7,4,static,ARP
286,7,16,encoding,ARP
185,7,4,author,ARP
7,7,0,ARP,ARP
34,7,20,DHCP,ARP
131,7,4,SNMP,ARP
457,7,4,subscribers,ARP
376,7,28,modem,ARP
483,7,4,tunneling,ARP
394,7,12,payload,ARP
17,7,8,BR,ARP
359,7,4,latency,ARP
403,7,4,profile,ARP
230,7,4,counter,ARP
197,7,20,broadcast,ARP
412,7,8,rain fade,ARP
472,7,4,the edge,ARP
307,7,8,functionality,ARP
298,7,4,font,ARP
435,7,8,server,ARP
378,7,8,multicast,ARP
425,7,12,robust,ARP
282,7,8,duplex,ARP
162,7,4,access control,ARP
294,7,4,feature,ARP
396,7,8,piggyback,ARP
293,7,4,failure,ARP
220,7,4,configure,ARP
24,7,4,CM,ARP
222,7,8,connectivity,ARP
207,7,4,character,ARP
178,7,4,array,ARP
80,7,8,LSB,ARP
172,7,8,alpha,ARP
405,7,8,propagation,ARP
306,7,2,full duplex,ARP
219,8,2,configuration,AS
464,8,2,synchronization,AS
406,8,2,proprietary,AS
442,8,3,site,AS
399,8,3,point,AS
449,8,1,spectrum,AS
20,8,1,BW,AS
79,8,5,LMDS,AS
95,8,9,NO,AS
67,8,96,IEEE,AS
274,8,30,document,AS
300,8,7,form,AS
224,8,7,content,AS
167,8,7,add,AS
441,8,4,simulation,AS
192,8,4,block,AS
465,8,12,system,AS
98,8,35,OF,AS
71,8,21,IS,AS
422,8,4,resolution,AS
203,8,8,carrier,AS
153,8,4,VC,AS
58,8,6,HT,AS
57,8,4,HP,AS
61,8,52,HUB,AS
54,8,4,HB,AS
55,8,8,HD,AS
102,8,32,PC,AS
32,8,8,CT,AS
56,8,8,HF,AS
157,8,6,VR,AS
60,8,8,HU,AS
50,8,24,GOS,AS
8,8,0,AS,AS
75,8,12,IT,AS
290,9,2,environment,ASCII
272,9,4,distribution,ASCII
182,9,10,attenuation,ASCII
20,9,4,BW,ASCII
438,9,2,sharing,ASCII
393,9,92,path,ASCII
186,9,2,authorization,ASCII
0,9,2,A3,ASCII
443,9,10,software,ASCII
4,9,2,ANSI,ASCII
57,9,6,HP,ASCII
123,9,4,RSS,ASCII
504,9,34,zone,ASCII
19,9,18,BTA,ASCII
380,9,34,neighboring,ASCII
22,9,2,CDMA,ASCII
40,9,2,EL,ASCII
270,9,12,disk,ASCII
350,9,2,install,ASCII
221,9,2,connect,ASCII
83,9,2,MD,ASCII
202,9,4,cable,ASCII
85,9,2,MM,ASCII
473,9,30,the grid,ASCII
299,9,2,forest,ASCII
39,9,4,EFF,ASCII
21,9,2,CD-ROM,ASCII
94,9,4,NN,ASCII
14,9,18,BBB,ASCII
160,9,18,ZZZ,ASCII
179,9,2,ascending order,ASCII
397,9,2,plain text,ASCII
422,9,2,resolution,ASCII
63,9,4,IANA,ASCII
255,9,12,database,ASCII
374,9,2,mirror,ASCII
379,9,2,n pic,ASCII
354,9,4,interoperability,ASCII
78,9,2,LAN,ASCII
313,9,2,hardware,ASCII
109,9,6,PM,ASCII
113,9,98,PPP,ASCII
31,9,188,CS,ASCII
29,9,22,CPT,ASCII
122,9,4,RFC,ASCII
466,9,2,tag,ASCII
130,9,32,SF,ASCII
73,9,6,ISO,ASCII
103,9,6,PCI,ASCII
42,9,8,FFS,ASCII
68,9,4,IETF,ASCII
106,9,2,PFC,ASCII
331,9,2,in the pipeline,ASCII
323,9,2,in our dna,ASCII
333,9,2,in the pod,ASCII
328,9,2,in the cloud,ASCII
330,9,2,in the leather,ASCII
327,9,2,in stream,ASCII
325,9,2,in silico,ASCII
329,9,2,in the demo,ASCII
326,9,2,in situ,ASCII
332,9,2,in the plastic closet,ASCII
334,9,2,in the zone,ASCII
458,9,12,success,ASCII
353,9,16,interface,ASCII
169,9,2,air,ASCII
283,9,24,dynamic,ASCII
336,9,18,index,ASCII
368,9,34,log,ASCII
289,9,100,entity,ASCII
142,9,4,TCP,ASCII
367,9,2,load,ASCII
217,9,16,compression,ASCII
426,9,8,router,ASCII
400,9,60,port,ASCII
150,9,30,UDP,ASCII
155,9,18,VLAN,ASCII
467,9,4,tagging,ASCII
320,9,4,host,ASCII
430,9,6,search,ASCII
107,9,286,PHS,ASCII
455,9,94,string,ASCII
461,9,8,sup,ASCII
223,9,12,console,ASCII
384,9,14,nth,ASCII
183,9,6,attribute,ASCII
67,9,580,IEEE,ASCII
436,9,8,session,ASCII
274,9,202,document,ASCII
300,9,26,form,ASCII
224,9,12,content,ASCII
167,9,78,add,ASCII
305,9,20,free,ASCII
470,9,102,text,ASCII
453,9,144,standard,ASCII
285,9,12,electronic,ASCII
175,9,36,application,ASCII
468,9,12,technology,ASCII
494,9,10,web site,ASCII
493,9,10,web,ASCII
442,9,10,site,ASCII
399,9,250,point,ASCII
192,9,8,block,ASCII
219,9,66,configuration,ASCII
195,9,20,box,ASCII
465,9,112,system,ASCII
462,9,102,support,ASCII
165,9,74,acronym,ASCII
381,9,36,network,ASCII
141,9,20,TC,ASCII
168,9,148,address,ASCII
363,9,28,like,ASCII
295,9,96,file,ASCII
161,9,24,access,ASCII
489,9,24,user,ASCII
375,9,4,mobile,ASCII
18,9,198,BS,ASCII
444,9,8,solution,ASCII
433,9,18,select,ASCII
439,9,4,show,ASCII
500,9,4,wireless,ASCII
234,9,202,data,ASCII
225,9,88,convergence,ASCII
30,9,58,CRC,ASCII
469,9,24,terminal,ASCII
191,9,142,bit,ASCII
279,9,64,downlink,ASCII
258,9,8,decoder,ASCII
303,9,216,frame,ASCII
144,9,70,TDMA,ASCII
485,9,54,uplink,ASCII
206,9,196,channel,ASCII
163,9,22,account,ASCII
170,9,30,algorithm,ASCII
121,9,16,RF,ASCII
27,9,234,CPE,ASCII
464,9,4,synchronization,ASCII
187,9,86,bandwidth,ASCII
201,9,256,byte,ASCII
487,9,114,upstream,ASCII
497,9,6,window,ASCII
314,9,232,header,ASCII
49,9,4,GM,ASCII
391,9,340,packet,ASCII
410,9,12,queue,ASCII
301,9,54,format,ASCII
2,9,16,ACK,ASCII
143,9,80,TDM,ASCII
355,9,4,issue,ASCII
171,9,12,allocation,ASCII
480,9,78,traffic,ASCII
304,9,18,frames,ASCII
35,9,72,DL,ASCII
369,9,60,map,ASCII
23,9,204,CID,ASCII
114,9,12,PS,ASCII
261,9,92,default,ASCII
366,9,12,listen,ASCII
166,9,22,active,ASCII
281,9,86,downstream,ASCII
140,9,74,TBD,ASCII
427,9,4,run,ASCII
503,9,96,word,ASCII
72,9,4,ISDN,ASCII
477,9,4,the way,ASCII
287,9,22,encryption,ASCII
446,9,28,space,ASCII
136,9,12,STS,ASCII
407,9,112,protocol,ASCII
452,9,14,stack,ASCII
10,9,26,ATM,ASCII
364,9,14,link,ASCII
199,9,4,bullet,ASCII
262,9,64,delete,ASCII
312,9,8,handshake,ASCII
66,9,136,ID,ASCII
70,9,326,IP,ASCII
87,9,8,MPEG,ASCII
324,9,6,in real time,ASCII
9,9,0,ASCII,ASCII
454,9,4,static,ASCII
286,9,30,encoding,ASCII
185,9,4,author,ASCII
